OPERATOR_ID,SYSTEM_TYPE,STATE,IYEAR,mileage,SYS
3,GT (Gas Transmission),LA,2005,408,GT
3,GT (Gas Transmission),LA,2006,408,GT
3,GT (Gas Transmission),LA,2007,408.226,GT
3,GT (Gas Transmission),LA,2008,407.906,GT
3,GT (Gas Transmission),LA,2009,444.857,GT
3,GT (Gas Transmission),LA,2010,444.053,GT
3,GT (Gas Transmission),LA,2011,709.77,GT
3,GT (Gas Transmission),LA,2012,722.3,GT
3,GT (Gas Transmission),LA,2013,706.989,GT
3,GT (Gas Transmission),LA,2014,723.707,GT
3,GT (Gas Transmission),LA,2015,729.089,GT
3,GT (Gas Transmission),LA,2016,719.7,GT
3,GT (Gas Transmission),LA,2017,719.992,GT
3,GT (Gas Transmission),LA,2018,720.814,GT
3,GT (Gas Transmission),LA,2019,1293.133,GT
3,GT (Gas Transmission),LA,2020,1293.434,GT
3,GT (Gas Transmission),LA,2021,1394.087,GT
3,GT (Gas Transmission),N/A,2010,0,GT
3,GT (Gas Transmission),N/A,2011,0,GT
3,GT (Gas Transmission),N/A,2012,0,GT
3,GT (Gas Transmission),N/A,2013,0,GT
3,GT (Gas Transmission),N/A,2014,0,GT
3,GT (Gas Transmission),N/A,2015,0,GT
3,GT (Gas Transmission),N/A,2016,0,GT
3,GT (Gas Transmission),N/A,2017,0,GT
3,GT (Gas Transmission),N/A,2018,0,GT
3,GT (Gas Transmission),N/A,2019,0,GT
3,GT (Gas Transmission),N/A,2020,0,GT
3,GT (Gas Transmission),N/A,2021,0,GT
18,GD (Gas Distribution),KS,2005,3,GD
18,GD (Gas Distribution),KS,2007,3,GD
18,GD (Gas Distribution),KS,2008,3,GD
18,GD (Gas Distribution),KS,2009,3,GD
18,GD (Gas Distribution),KS,2010,3,GD
18,GD (Gas Distribution),KS,2011,3,GD
18,GD (Gas Distribution),KS,2012,3,GD
18,GD (Gas Distribution),KS,2013,3,GD
18,GD (Gas Distribution),KS,2014,3,GD
18,GD (Gas Distribution),KS,2015,3,GD
18,GD (Gas Distribution),KS,2016,3,GD
18,GD (Gas Distribution),KS,2017,3,GD
18,GD (Gas Distribution),KS,2018,3,GD
18,GD (Gas Distribution),KS,2019,3,GD
18,GD (Gas Distribution),KS,2020,3,GD
18,GD (Gas Distribution),KS,2021,3,GD
21,GT (Gas Transmission),N/A,2005,0,GT
21,GT (Gas Transmission),N/A,2010,0,GT
21,GT (Gas Transmission),N/A,2011,0,GT
21,GT (Gas Transmission),N/A,2012,0,GT
21,GT (Gas Transmission),N/A,2013,0,GT
21,GT (Gas Transmission),N/A,2014,0,GT
21,GT (Gas Transmission),N/A,2015,0,GT
21,GT (Gas Transmission),N/A,2016,0,GT
21,GT (Gas Transmission),N/A,2017,0,GT
21,GT (Gas Transmission),N/A,2018,0,GT
21,GT (Gas Transmission),TX,2005,144,GT
21,GT (Gas Transmission),TX,2006,72,GT
21,GT (Gas Transmission),TX,2007,72,GT
21,GT (Gas Transmission),TX,2008,88,GT
21,GT (Gas Transmission),TX,2009,88,GT
21,GT (Gas Transmission),TX,2010,87.5,GT
21,GT (Gas Transmission),TX,2011,122.655,GT
21,GT (Gas Transmission),TX,2012,122.68,GT
21,GT (Gas Transmission),TX,2013,122.68,GT
21,GT (Gas Transmission),TX,2014,122.68,GT
21,GT (Gas Transmission),TX,2015,122.67,GT
21,GT (Gas Transmission),TX,2016,122.72,GT
21,GT (Gas Transmission),TX,2017,122.77,GT
21,GT (Gas Transmission),TX,2018,122.789,GT
27,GD (Gas Distribution),LA,2005,26,GD
27,GD (Gas Distribution),LA,2006,27,GD
27,GD (Gas Distribution),LA,2007,27,GD
27,GD (Gas Distribution),LA,2008,28,GD
27,GD (Gas Distribution),LA,2009,28,GD
27,GD (Gas Distribution),LA,2010,28,GD
27,GD (Gas Distribution),LA,2011,28,GD
27,GD (Gas Distribution),LA,2012,28,GD
27,GD (Gas Distribution),LA,2013,28,GD
27,GD (Gas Distribution),LA,2014,28,GD
27,GD (Gas Distribution),LA,2015,28,GD
27,GD (Gas Distribution),LA,2016,28,GD
27,GD (Gas Distribution),LA,2017,28,GD
27,GD (Gas Distribution),LA,2018,28,GD
27,GD (Gas Distribution),LA,2019,28,GD
27,GD (Gas Distribution),LA,2020,28,GD
27,GD (Gas Distribution),LA,2021,28,GD
45,GD (Gas Distribution),GA,2005,63,GD
45,GD (Gas Distribution),GA,2006,65.1,GD
45,GD (Gas Distribution),GA,2007,67,GD
45,GD (Gas Distribution),GA,2008,68,GD
45,GD (Gas Distribution),GA,2009,68,GD
45,GD (Gas Distribution),GA,2010,70.5,GD
45,GD (Gas Distribution),GA,2011,72.4,GD
45,GD (Gas Distribution),GA,2012,73.7,GD
45,GD (Gas Distribution),GA,2013,74.23,GD
45,GD (Gas Distribution),GA,2014,79.43,GD
45,GD (Gas Distribution),GA,2015,86.7,GD
45,GD (Gas Distribution),GA,2016,91.68,GD
45,GD (Gas Distribution),GA,2017,87.73,GD
45,GD (Gas Distribution),GA,2018,88.31,GD
45,GD (Gas Distribution),GA,2019,90.09,GD
45,GD (Gas Distribution),GA,2020,114.31,GD
45,GD (Gas Distribution),GA,2021,114.64,GD
49,GD (Gas Distribution),TN,2005,137.1,GD
49,GD (Gas Distribution),TN,2006,137.2,GD
49,GD (Gas Distribution),TN,2007,140,GD
49,GD (Gas Distribution),TN,2008,147.8,GD
49,GD (Gas Distribution),TN,2009,152,GD
49,GD (Gas Distribution),TN,2010,158.3,GD
49,GD (Gas Distribution),TN,2011,159.01,GD
49,GD (Gas Distribution),TN,2012,164.247,GD
49,GD (Gas Distribution),TN,2013,164.247,GD
49,GD (Gas Distribution),TN,2014,165.444,GD
49,GD (Gas Distribution),TN,2015,168.36,GD
49,GD (Gas Distribution),TN,2016,171.05,GD
49,GD (Gas Distribution),TN,2017,171.05,GD
49,GD (Gas Distribution),TN,2018,171.05,GD
49,GD (Gas Distribution),TN,2019,171.141,GD
49,GD (Gas Distribution),TN,2020,171.141,GD
49,GD (Gas Distribution),TN,2021,171.33,GD
54,GD (Gas Distribution),GA,2005,36.5,GD
54,GD (Gas Distribution),GA,2006,36.5,GD
54,GD (Gas Distribution),GA,2007,36.5,GD
54,GD (Gas Distribution),GA,2008,36.5,GD
54,GD (Gas Distribution),GA,2009,36.5,GD
54,GD (Gas Distribution),GA,2010,36.5,GD
54,GD (Gas Distribution),GA,2011,36.5,GD
54,GD (Gas Distribution),GA,2012,36.5,GD
54,GD (Gas Distribution),GA,2013,36.5,GD
54,GD (Gas Distribution),GA,2014,36.5,GD
54,GD (Gas Distribution),GA,2015,36.5,GD
54,GD (Gas Distribution),GA,2016,50,GD
54,GD (Gas Distribution),GA,2017,55.6,GD
54,GD (Gas Distribution),GA,2018,55.6,GD
54,GD (Gas Distribution),GA,2019,58.7,GD
54,GD (Gas Distribution),GA,2020,58.31,GD
54,GD (Gas Distribution),GA,2021,58.31,GD
72,GD (Gas Distribution),KS,2005,3,GD
72,GD (Gas Distribution),KS,2006,3,GD
72,GD (Gas Distribution),KS,2007,3,GD
72,GD (Gas Distribution),KS,2008,3,GD
72,GD (Gas Distribution),KS,2009,3,GD
72,GD (Gas Distribution),KS,2011,3.5,GD
72,GD (Gas Distribution),KS,2012,3.5,GD
81,GD (Gas Distribution),CO,2005,5.25,GD
81,GD (Gas Distribution),CO,2006,8.25,GD
81,GD (Gas Distribution),CO,2007,8.25,GD
81,GD (Gas Distribution),CO,2008,8.25,GD
81,GD (Gas Distribution),CO,2009,8.25,GD
81,GD (Gas Distribution),CO,2011,8.25,GD
81,GD (Gas Distribution),CO,2012,8.25,GD
81,GD (Gas Distribution),CO,2013,8.25,GD
81,GD (Gas Distribution),CO,2014,8.25,GD
81,GD (Gas Distribution),CO,2015,8.25,GD
81,GD (Gas Distribution),CO,2016,8.25,GD
81,GD (Gas Distribution),CO,2017,8.25,GD
81,GD (Gas Distribution),CO,2018,8.25,GD
81,GD (Gas Distribution),CO,2019,8.25,GD
117,GT (Gas Transmission),CA,2005,11,GT
117,GT (Gas Transmission),CA,2006,11,GT
117,GT (Gas Transmission),CA,2007,15,GT
117,GT (Gas Transmission),CA,2008,15,GT
117,GT (Gas Transmission),CA,2009,15,GT
117,GT (Gas Transmission),CA,2010,16,GT
117,GT (Gas Transmission),CA,2011,16,GT
117,GT (Gas Transmission),CA,2012,14.22,GT
117,GT (Gas Transmission),CA,2013,14.22,GT
117,GT (Gas Transmission),CA,2014,14.11,GT
117,GT (Gas Transmission),CA,2015,14.11,GT
117,GT (Gas Transmission),CA,2016,14.11,GT
117,GT (Gas Transmission),CA,2017,14.11,GT
117,GT (Gas Transmission),CA,2018,14.11,GT
117,GT (Gas Transmission),CA,2019,14.11,GT
117,GT (Gas Transmission),CA,2020,14.11,GT
117,GT (Gas Transmission),CA,2021,26.37,GT
117,GT (Gas Transmission),KS,2010,1,GT
117,GT (Gas Transmission),KS,2012,0.44,GT
117,GT (Gas Transmission),KS,2013,0.44,GT
117,GT (Gas Transmission),KS,2014,0.44,GT
117,GT (Gas Transmission),KS,2015,0.44,GT
117,GT (Gas Transmission),KS,2016,0.44,GT
117,GT (Gas Transmission),LA,2005,145,GT
117,GT (Gas Transmission),LA,2006,148,GT
117,GT (Gas Transmission),LA,2007,148,GT
117,GT (Gas Transmission),LA,2008,148,GT
117,GT (Gas Transmission),LA,2009,188,GT
117,GT (Gas Transmission),LA,2010,204,GT
117,GT (Gas Transmission),LA,2011,204,GT
117,GT (Gas Transmission),LA,2012,370.6,GT
117,GT (Gas Transmission),LA,2013,372.79,GT
117,GT (Gas Transmission),LA,2014,374.95,GT
117,GT (Gas Transmission),LA,2015,375.1,GT
117,GT (Gas Transmission),LA,2016,374.47,GT
117,GT (Gas Transmission),LA,2017,338.73,GT
117,GT (Gas Transmission),LA,2018,338.7,GT
117,GT (Gas Transmission),LA,2019,338.7,GT
117,GT (Gas Transmission),LA,2020,338.71,GT
117,GT (Gas Transmission),LA,2021,338.95,GT
117,GT (Gas Transmission),N/A,2005,0,GT
117,GT (Gas Transmission),N/A,2006,0,GT
117,GT (Gas Transmission),N/A,2007,0,GT
117,GT (Gas Transmission),N/A,2008,0,GT
117,GT (Gas Transmission),N/A,2009,0,GT
117,GT (Gas Transmission),N/A,2010,0,GT
117,GT (Gas Transmission),N/A,2011,0,GT
117,GT (Gas Transmission),N/A,2012,0,GT
117,GT (Gas Transmission),N/A,2013,0,GT
117,GT (Gas Transmission),N/A,2014,0,GT
117,GT (Gas Transmission),N/A,2015,0,GT
117,GT (Gas Transmission),N/A,2016,0,GT
117,GT (Gas Transmission),N/A,2017,0,GT
117,GT (Gas Transmission),N/A,2018,0,GT
117,GT (Gas Transmission),N/A,2019,0,GT
117,GT (Gas Transmission),N/A,2020,0,GT
117,GT (Gas Transmission),N/A,2021,0,GT
117,GT (Gas Transmission),OH,2005,2,GT
117,GT (Gas Transmission),OH,2006,2,GT
117,GT (Gas Transmission),OH,2007,2,GT
117,GT (Gas Transmission),OH,2008,2,GT
117,GT (Gas Transmission),OH,2009,2,GT
117,GT (Gas Transmission),OH,2010,2,GT
117,GT (Gas Transmission),OH,2011,2,GT
117,GT (Gas Transmission),OH,2012,1.84,GT
117,GT (Gas Transmission),OH,2013,1.84,GT
117,GT (Gas Transmission),OH,2014,2.01,GT
117,GT (Gas Transmission),OH,2015,2.01,GT
117,GT (Gas Transmission),OH,2016,2.01,GT
117,GT (Gas Transmission),OH,2017,2.01,GT
117,GT (Gas Transmission),OH,2018,2.03,GT
117,GT (Gas Transmission),OH,2019,2.03,GT
117,GT (Gas Transmission),OH,2020,1.95,GT
117,GT (Gas Transmission),OH,2021,1.95,GT
117,GT (Gas Transmission),TX,2005,319,GT
117,GT (Gas Transmission),TX,2006,319,GT
117,GT (Gas Transmission),TX,2007,319,GT
117,GT (Gas Transmission),TX,2008,319,GT
117,GT (Gas Transmission),TX,2009,324,GT
117,GT (Gas Transmission),TX,2010,351,GT
117,GT (Gas Transmission),TX,2011,350.5,GT
117,GT (Gas Transmission),TX,2012,345.83,GT
117,GT (Gas Transmission),TX,2013,347.73,GT
117,GT (Gas Transmission),TX,2014,346.46,GT
117,GT (Gas Transmission),TX,2015,346.42,GT
117,GT (Gas Transmission),TX,2016,346.39,GT
117,GT (Gas Transmission),TX,2017,315.19,GT
117,GT (Gas Transmission),TX,2018,315.21,GT
117,GT (Gas Transmission),TX,2019,314.53,GT
117,GT (Gas Transmission),TX,2020,314.53,GT
117,GT (Gas Transmission),TX,2021,314.52,GT
117,HL (Hazardous Liquids),N/A,2019,0,HL
117,HL (Hazardous Liquids),N/A,2020,0,HL
117,HL (Hazardous Liquids),N/A,2021,0,HL
117,HL (Hazardous Liquids),TX,2019,12.91,HL
117,HL (Hazardous Liquids),TX,2020,12.91,HL
117,HL (Hazardous Liquids),TX,2021,12.91,HL
144,GD (Gas Distribution),WV,2005,5,GD
144,GD (Gas Distribution),WV,2006,5,GD
144,GD (Gas Distribution),WV,2007,5,GD
144,GD (Gas Distribution),WV,2008,5,GD
144,GD (Gas Distribution),WV,2009,5,GD
144,GD (Gas Distribution),WV,2010,5,GD
144,GD (Gas Distribution),WV,2011,5,GD
144,GD (Gas Distribution),WV,2012,5,GD
144,GT (Gas Transmission),N/A,2010,0,GT
144,GT (Gas Transmission),N/A,2011,0,GT
144,GT (Gas Transmission),N/A,2012,0,GT
144,GT (Gas Transmission),WV,2005,0,GT
144,GT (Gas Transmission),WV,2006,0,GT
144,GT (Gas Transmission),WV,2007,0,GT
144,GT (Gas Transmission),WV,2008,0,GT
144,GT (Gas Transmission),WV,2009,0,GT
144,GT (Gas Transmission),WV,2010,0,GT
144,GT (Gas Transmission),WV,2011,0,GT
144,GT (Gas Transmission),WV,2012,0,GT
180,GD (Gas Distribution),AL,2005,10576.6,GD
180,GD (Gas Distribution),AL,2006,10372,GD
180,GD (Gas Distribution),AL,2007,10518.7,GD
180,GD (Gas Distribution),AL,2008,10725.3,GD
180,GD (Gas Distribution),AL,2009,10887,GD
180,GD (Gas Distribution),AL,2010,10908.1,GD
180,GD (Gas Distribution),AL,2011,10989.3,GD
180,GD (Gas Distribution),AL,2012,11077.3,GD
180,GD (Gas Distribution),AL,2013,11006.2,GD
180,GD (Gas Distribution),AL,2014,11016.9,GD
180,GD (Gas Distribution),AL,2015,11021.4,GD
180,GD (Gas Distribution),AL,2016,11039.8,GD
180,GD (Gas Distribution),AL,2017,11084,GD
180,GD (Gas Distribution),AL,2018,11129.3,GD
180,GD (Gas Distribution),AL,2019,11293.6,GD
180,GD (Gas Distribution),AL,2020,11345.8,GD
180,GD (Gas Distribution),AL,2021,11381.6,GD
180,GT (Gas Transmission),AL,2005,278,GT
180,GT (Gas Transmission),AL,2006,275,GT
180,GT (Gas Transmission),AL,2007,269,GT
180,GT (Gas Transmission),AL,2008,269,GT
180,GT (Gas Transmission),AL,2009,248,GT
180,GT (Gas Transmission),AL,2010,250.5,GT
180,GT (Gas Transmission),AL,2011,236.5,GT
180,GT (Gas Transmission),AL,2012,239,GT
180,GT (Gas Transmission),AL,2013,224.03,GT
180,GT (Gas Transmission),AL,2014,224.04,GT
180,GT (Gas Transmission),AL,2015,224.05,GT
180,GT (Gas Transmission),AL,2016,224.64,GT
180,GT (Gas Transmission),AL,2017,226.53,GT
180,GT (Gas Transmission),AL,2018,225.87,GT
180,GT (Gas Transmission),AL,2019,223.97,GT
180,GT (Gas Transmission),AL,2020,222.521,GT
180,GT (Gas Transmission),AL,2021,222.522,GT
180,GT (Gas Transmission),N/A,2005,0,GT
180,GT (Gas Transmission),N/A,2006,0,GT
180,GT (Gas Transmission),N/A,2007,0,GT
180,GT (Gas Transmission),N/A,2008,0,GT
180,GT (Gas Transmission),N/A,2009,0,GT
180,GT (Gas Transmission),N/A,2010,0,GT
180,GT (Gas Transmission),N/A,2011,0,GT
180,GT (Gas Transmission),N/A,2012,0,GT
180,GT (Gas Transmission),N/A,2013,0,GT
180,GT (Gas Transmission),N/A,2014,0,GT
180,GT (Gas Transmission),N/A,2015,0,GT
180,GT (Gas Transmission),N/A,2016,0,GT
180,GT (Gas Transmission),N/A,2017,0,GT
180,GT (Gas Transmission),N/A,2018,0,GT
180,GT (Gas Transmission),N/A,2019,0,GT
180,GT (Gas Transmission),N/A,2020,0,GT
180,GT (Gas Transmission),N/A,2021,0,GT
189,GT (Gas Transmission),AL,2005,238,GT
189,GT (Gas Transmission),AL,2006,238,GT
189,GT (Gas Transmission),AL,2007,238,GT
189,GT (Gas Transmission),AL,2008,238,GT
189,GT (Gas Transmission),AL,2009,238,GT
189,GT (Gas Transmission),AL,2010,238,GT
189,GT (Gas Transmission),AL,2011,238,GT
189,GT (Gas Transmission),AL,2012,238,GT
189,GT (Gas Transmission),AL,2013,238,GT
189,GT (Gas Transmission),AL,2014,238,GT
189,GT (Gas Transmission),AL,2015,238,GT
189,GT (Gas Transmission),AL,2016,238,GT
189,GT (Gas Transmission),AL,2017,238,GT
189,GT (Gas Transmission),AL,2018,238,GT
189,GT (Gas Transmission),AL,2019,238,GT
189,GT (Gas Transmission),AL,2020,238,GT
189,GT (Gas Transmission),AL,2021,239.623,GT
189,GT (Gas Transmission),MS,2005,35,GT
189,GT (Gas Transmission),MS,2006,35,GT
189,GT (Gas Transmission),MS,2007,35,GT
189,GT (Gas Transmission),MS,2008,35,GT
189,GT (Gas Transmission),MS,2009,35,GT
189,GT (Gas Transmission),MS,2010,35,GT
189,GT (Gas Transmission),MS,2011,35,GT
189,GT (Gas Transmission),MS,2012,34.594,GT
189,GT (Gas Transmission),MS,2013,34.594,GT
189,GT (Gas Transmission),MS,2014,34.594,GT
189,GT (Gas Transmission),MS,2015,34.594,GT
189,GT (Gas Transmission),MS,2016,34.5,GT
189,GT (Gas Transmission),MS,2017,34.5,GT
189,GT (Gas Transmission),MS,2018,34.5,GT
189,GT (Gas Transmission),MS,2019,34.5,GT
189,GT (Gas Transmission),MS,2020,34.5,GT
189,GT (Gas Transmission),MS,2021,34.557,GT
189,GT (Gas Transmission),N/A,2005,0,GT
189,GT (Gas Transmission),N/A,2006,0,GT
189,GT (Gas Transmission),N/A,2007,0,GT
189,GT (Gas Transmission),N/A,2008,0,GT
189,GT (Gas Transmission),N/A,2009,0,GT
189,GT (Gas Transmission),N/A,2010,0,GT
189,GT (Gas Transmission),N/A,2011,0,GT
189,GT (Gas Transmission),N/A,2012,0,GT
189,GT (Gas Transmission),N/A,2013,0,GT
189,GT (Gas Transmission),N/A,2014,0,GT
189,GT (Gas Transmission),N/A,2015,0,GT
189,GT (Gas Transmission),N/A,2016,0,GT
189,GT (Gas Transmission),N/A,2017,0,GT
189,GT (Gas Transmission),N/A,2018,0,GT
189,GT (Gas Transmission),N/A,2019,0,GT
189,GT (Gas Transmission),N/A,2020,0,GT
189,GT (Gas Transmission),N/A,2021,0,GT
189,GT (Gas Transmission),TN,2005,22,GT
189,GT (Gas Transmission),TN,2006,22,GT
189,GT (Gas Transmission),TN,2007,22,GT
189,GT (Gas Transmission),TN,2008,22,GT
189,GT (Gas Transmission),TN,2009,22,GT
189,GT (Gas Transmission),TN,2010,22,GT
189,GT (Gas Transmission),TN,2011,22,GT
189,GT (Gas Transmission),TN,2012,22.37,GT
189,GT (Gas Transmission),TN,2013,22.37,GT
189,GT (Gas Transmission),TN,2014,22.37,GT
189,GT (Gas Transmission),TN,2015,22.37,GT
189,GT (Gas Transmission),TN,2016,22.37,GT
189,GT (Gas Transmission),TN,2017,22.37,GT
189,GT (Gas Transmission),TN,2018,22.37,GT
189,GT (Gas Transmission),TN,2019,22.37,GT
189,GT (Gas Transmission),TN,2020,22.37,GT
189,GT (Gas Transmission),TN,2021,22.367,GT
207,GD (Gas Distribution),AK,2014,67.41,GD
207,GD (Gas Distribution),AK,2015,67.41,GD
207,GD (Gas Distribution),AK,2016,67.41,GD
207,GD (Gas Distribution),AK,2017,53.44,GD
207,GD (Gas Distribution),AK,2018,56.69,GD
207,GD (Gas Distribution),AK,2019,53.62,GD
207,GD (Gas Distribution),AK,2020,53.62,GD
207,GD (Gas Distribution),AK,2021,53.64,GD
207,GT (Gas Transmission),AK,2005,348,GT
207,GT (Gas Transmission),AK,2006,349.25,GT
207,GT (Gas Transmission),AK,2007,349.35,GT
207,GT (Gas Transmission),AK,2008,349.7,GT
207,GT (Gas Transmission),AK,2009,349.7,GT
207,GT (Gas Transmission),AK,2010,349.7,GT
207,GT (Gas Transmission),AK,2011,371.12,GT
207,GT (Gas Transmission),AK,2012,454.386,GT
207,GT (Gas Transmission),AK,2013,454.386,GT
207,GT (Gas Transmission),AK,2014,386.394,GT
207,GT (Gas Transmission),AK,2015,391.154,GT
207,GT (Gas Transmission),AK,2016,388.682,GT
207,GT (Gas Transmission),AK,2017,388.72,GT
207,GT (Gas Transmission),AK,2018,388.72,GT
207,GT (Gas Transmission),AK,2019,387.609,GT
207,GT (Gas Transmission),AK,2020,387.631,GT
207,GT (Gas Transmission),AK,2021,387.662,GT
207,GT (Gas Transmission),N/A,2005,0,GT
207,GT (Gas Transmission),N/A,2006,0,GT
207,GT (Gas Transmission),N/A,2007,0,GT
207,GT (Gas Transmission),N/A,2008,0,GT
207,GT (Gas Transmission),N/A,2009,0,GT
207,GT (Gas Transmission),N/A,2010,0,GT
207,GT (Gas Transmission),N/A,2011,0,GT
207,GT (Gas Transmission),N/A,2012,0,GT
207,GT (Gas Transmission),N/A,2013,0,GT
207,GT (Gas Transmission),N/A,2014,0,GT
207,GT (Gas Transmission),N/A,2015,0,GT
207,GT (Gas Transmission),N/A,2016,0,GT
207,GT (Gas Transmission),N/A,2017,0,GT
207,GT (Gas Transmission),N/A,2018,0,GT
207,GT (Gas Transmission),N/A,2019,0,GT
207,GT (Gas Transmission),N/A,2020,0,GT
207,GT (Gas Transmission),N/A,2021,0,GT
225,GD (Gas Distribution),MO,2005,21,GD
225,GD (Gas Distribution),MO,2006,22,GD
225,GD (Gas Distribution),MO,2007,22,GD
225,GD (Gas Distribution),MO,2008,22,GD
225,GD (Gas Distribution),MO,2009,22.5,GD
225,GD (Gas Distribution),MO,2010,22.5,GD
225,GD (Gas Distribution),MO,2011,22.5,GD
225,GD (Gas Distribution),MO,2012,22.5,GD
225,GD (Gas Distribution),MO,2013,22.5,GD
225,GD (Gas Distribution),MO,2014,22.5,GD
225,GD (Gas Distribution),MO,2015,22.5,GD
225,GD (Gas Distribution),MO,2016,24,GD
225,GD (Gas Distribution),MO,2017,26.25,GD
225,GD (Gas Distribution),MO,2018,26.25,GD
225,GD (Gas Distribution),MO,2019,27,GD
225,GD (Gas Distribution),MO,2020,27,GD
225,GD (Gas Distribution),MO,2021,27,GD
234,GD (Gas Distribution),GA,2005,396.25,GD
234,GD (Gas Distribution),GA,2006,396.25,GD
234,GD (Gas Distribution),GA,2007,396.25,GD
234,GD (Gas Distribution),GA,2008,396.85,GD
234,GD (Gas Distribution),GA,2009,397.88,GD
234,GD (Gas Distribution),GA,2010,397.88,GD
234,GD (Gas Distribution),GA,2011,397.88,GD
234,GD (Gas Distribution),GA,2012,397.88,GD
234,GD (Gas Distribution),GA,2013,398.88,GD
234,GD (Gas Distribution),GA,2014,398.88,GD
234,GD (Gas Distribution),GA,2015,401.57,GD
234,GD (Gas Distribution),GA,2016,401.57,GD
234,GD (Gas Distribution),GA,2017,408.65,GD
234,GD (Gas Distribution),GA,2018,416.82,GD
234,GD (Gas Distribution),GA,2019,417.725,GD
234,GD (Gas Distribution),GA,2020,419.285,GD
234,GD (Gas Distribution),GA,2021,419.855,GD
250,GT (Gas Transmission),KY,2005,0,GT
250,GT (Gas Transmission),KY,2006,0,GT
250,GT (Gas Transmission),KY,2007,0,GT
252,GD (Gas Distribution),IL,2005,32,GD
252,GD (Gas Distribution),IL,2006,32,GD
252,GD (Gas Distribution),IL,2007,32,GD
252,GD (Gas Distribution),IL,2008,32,GD
252,GD (Gas Distribution),IL,2009,32,GD
252,GD (Gas Distribution),IL,2010,32,GD
252,GD (Gas Distribution),IL,2011,32.436,GD
252,GD (Gas Distribution),IL,2012,33.023,GD
252,GD (Gas Distribution),IL,2013,33.023,GD
252,GD (Gas Distribution),IL,2014,33.023,GD
252,GD (Gas Distribution),IL,2015,33.023,GD
252,GD (Gas Distribution),IL,2016,33.123,GD
252,GD (Gas Distribution),IL,2017,33.175,GD
252,GD (Gas Distribution),IL,2018,33.175,GD
252,GD (Gas Distribution),IL,2019,33.175,GD
252,GD (Gas Distribution),IL,2020,33.745,GD
252,GD (Gas Distribution),IL,2021,33.745,GD
261,GD (Gas Distribution),AL,2005,140,GD
261,GD (Gas Distribution),AL,2006,142,GD
261,GD (Gas Distribution),AL,2007,142,GD
261,GD (Gas Distribution),AL,2008,144.297,GD
261,GD (Gas Distribution),AL,2009,144.197,GD
261,GD (Gas Distribution),AL,2010,144.21,GD
261,GD (Gas Distribution),AL,2011,144.38,GD
261,GD (Gas Distribution),AL,2012,144.58,GD
261,GD (Gas Distribution),AL,2013,146.37,GD
261,GD (Gas Distribution),AL,2014,147.68,GD
261,GD (Gas Distribution),AL,2015,148.08,GD
261,GD (Gas Distribution),AL,2016,148.56,GD
261,GD (Gas Distribution),AL,2017,149.17,GD
261,GD (Gas Distribution),AL,2018,149.25,GD
261,GD (Gas Distribution),AL,2019,150.507,GD
261,GD (Gas Distribution),AL,2020,151.127,GD
261,GD (Gas Distribution),AL,2021,151.459,GD
270,GD (Gas Distribution),LA,2006,544.1,GD
270,GD (Gas Distribution),LA,2007,546.1,GD
270,GD (Gas Distribution),LA,2008,548.1,GD
270,GD (Gas Distribution),LA,2009,552.1,GD
270,GD (Gas Distribution),LA,2010,552.8,GD
270,GD (Gas Distribution),LA,2011,553.1,GD
270,GD (Gas Distribution),LA,2012,553.4,GD
270,GD (Gas Distribution),LA,2013,556.9,GD
270,GD (Gas Distribution),LA,2014,562.6,GD
270,GD (Gas Distribution),LA,2015,566.1,GD
270,GD (Gas Distribution),LA,2016,569.2,GD
270,GD (Gas Distribution),LA,2017,571.7,GD
270,GD (Gas Distribution),LA,2018,574.2,GD
270,GD (Gas Distribution),LA,2019,576.9,GD
270,GD (Gas Distribution),LA,2020,569.8,GD
270,GD (Gas Distribution),LA,2021,558.4,GD
270,GT (Gas Transmission),LA,2018,0.11,GT
270,GT (Gas Transmission),LA,2019,0.11,GT
270,GT (Gas Transmission),LA,2020,0.11,GT
270,GT (Gas Transmission),LA,2021,0.11,GT
270,GT (Gas Transmission),N/A,2018,0,GT
270,GT (Gas Transmission),N/A,2019,0,GT
270,GT (Gas Transmission),N/A,2020,0,GT
270,GT (Gas Transmission),N/A,2021,0,GT
288,GT (Gas Transmission),CT,2005,384.86,GT
288,GT (Gas Transmission),CT,2006,385.25,GT
288,GT (Gas Transmission),CT,2007,385.33,GT
288,GT (Gas Transmission),CT,2008,385.62,GT
288,GT (Gas Transmission),CT,2009,386.69,GT
288,GT (Gas Transmission),CT,2010,386.74,GT
288,GT (Gas Transmission),CT,2011,386.93,GT
288,GT (Gas Transmission),CT,2012,387.26,GT
288,GT (Gas Transmission),CT,2013,385.29,GT
288,GT (Gas Transmission),CT,2014,385.29,GT
288,GT (Gas Transmission),CT,2015,388.62,GT
288,GT (Gas Transmission),CT,2016,388.59,GT
288,GT (Gas Transmission),CT,2017,386.49,GT
288,GT (Gas Transmission),CT,2018,386.99,GT
288,GT (Gas Transmission),CT,2019,387.05,GT
288,GT (Gas Transmission),CT,2020,387.05,GT
288,GT (Gas Transmission),CT,2021,387.05,GT
288,GT (Gas Transmission),MA,2005,435.96,GT
288,GT (Gas Transmission),MA,2006,436.13,GT
288,GT (Gas Transmission),MA,2007,447.77,GT
288,GT (Gas Transmission),MA,2008,453.04,GT
