DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTHON4LESS,PARTHON6,PARTHON8,PARTHON10,PARTHON12,PARTHON14,PARTHON16,PARTHON18,PARTHON20,PARTHON22,PARTHON24,PARTHON26,PARTHON28,PARTHON30,PARTHON32,PARTHON34,PARTHON36,PARTHON38,PARTHON40,PARTHON42,PARTHON44,PARTHON46,PARTHON48,PARTHON52,PARTHON56,PARTHON58OVER,PARTHON_OTHER_PIPE_DETAIL,PARTHON_OTHER_PIPE_MILE_TOTAL,PARTHONTOTAL,PARTHOFF4LESS,PARTHOFF6,PARTHOFF8,PARTHOFF10,PARTHOFF12,PARTHOFF14,PARTHOFF16,PARTHOFF18,PARTHOFF20,PARTHOFF22,PARTHOFF24,PARTHOFF26,PARTHOFF28,PARTHOFF30,PARTHOFF32,PARTHOFF34,PARTHOFF36,PARTHOFF38,PARTHOFF40,PARTHOFF42,PARTHOFF44,PARTHOFF46,PARTHOFF48,PARTHOFF52,PARTHOFF56,PARTHOFF58OVER,PARTHOFF_OTHER_PIPE_DETAIL,PARTHOFF_OTHER_PIPE_MILE_TOTAL,PARTHOFFTOTAL
02/01/24,2022,20230623,42036,207,ALASKA PIPELINE CO,Natural Gas,INTRASTATE,ALASKA,15.433,24.542,62.448,2.418,134.401,0,46.121,0,102.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,387.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230211,41601,270,"ALEXANDRIA MUNICIPLE GAS SYSTEM, CITY OF",Natural Gas,INTRASTATE,LOUISIANA,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231190,42646,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,CONNECTICUT,24.66,30.35,14.24,42.24,12.6,0.01,32.53,0.01,9.45,0,52.25,43.9,0,102.32,0,0,15.67,0,0,6.79,0,0,0,0,0,0,,,387.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231190,42646,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,MASSACHUSETTS,14.4,15.5,61.74,28.92,41.5,5.45,55.61,7.46,76.92,1.82,82.72,6.9,0.02,49.78,0,0.01,2,0,0,0,0,0,0,0,0,0,,,450.75,0,0,0,0,0,0,0,0,0,0,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5.99
02/01/24,2022,20231190,42646,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW JERSEY,0,0,0,0.01,0.06,0,0,0,0,0,0.01,67.42,0,68.37,0,0,0,0,0,0,0,0,0,0,0,0,,,135.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231190,42646,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW YORK,0.39,0,0,0,0,0,0,0,0,0,2.14,18.13,0,42.15,0,0,0.01,0,0,24.63,0,0,0.01,0,0,0,,,87.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231190,42646,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,OCS-Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.58
02/01/24,2022,20231190,42646,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,RHODE ISLAND,0.13,9.43,6.56,2.93,5.36,0,9.06,0.72,6.59,0,11.4,0,0,7.94,0,0,0,0,0,0,0,0,0,0,0,0,,,60.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230003,41385,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,KANSAS,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230003,41385,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,TEXAS,21.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,21.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230857,43152,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ARKANSAS,0,0,0,0,0,0,0,0,0,0,3.885,0,0,40.645,0,0,19.848,0,0,0,0,0,0,0,0,0,,,64.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230857,43152,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ILLINOIS,8.919,0,0.001,5.612,18.799,0,0.197,0,4.121,120.23,322.078,0,0,126.687,0,0,0,0,0,29.678,0,0,0,0,0,0,,,636.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230857,43152,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,INDIANA,29.604,28.221,0,0,18.962,0,0.417,0,5,108.412,62.027,0.006,0,581.592,0,0,114.081,0,0,27.971,0,0,0,0,0,0,,,976.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230857,43152,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,IOWA,102.306,101.883,22.767,12.967,21.387,0,11.84,0,0,0,309.071,0,0,19.338,0,0,0,0,0,0,0,0,0,0,0,0,,,601.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230857,43152,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KANSAS,2.678,0,0,0,0,0,1.863,0,71.035,0,704.01,0,0,52.516,0,0,0,0,0,0,0,0,0,0,0,0,,,832.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230857,43152,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KENTUCKY,3.8,0,0,0,0,0,0,0,0,0,0.969,0.008,0,229.49,0,0,43.856,0,0,0,0,0,0,0,0,0,,,278.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230857,43152,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,LOUISIANA,0.598,13.038,29.737,0.617,48.235,0,60.571,0,85.218,0,59.649,56.335,0,535.25,0,0,66.361,0,0,0,0,0,0,0,0,0,,,955.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230857,43152,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MICHIGAN,118.911,130.698,58.326,49.901,73.604,0.002,30.513,0.133,64.729,187.987,173.307,0.332,0,274.557,0,0,56.196,0,0,91.025,0,0,0,0,0,0,,,1310.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230857,43152,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,0,0,0,0,4.038,0,0,293.333,0,0,75.59,0,0,0,0,0,0,0,0,0,,,372.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230857,43152,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSOURI,56.965,5.14,0,0.377,0,0,0,0,0,0,189.728,0,0,19.997,0,0,0,0,0,0,0,0,0,0,0,0,,,272.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230857,43152,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,NEBRASKA,0,0,0,0,0,0,0,0,0,0,8.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230857,43152,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OHIO,7.145,10.121,0,0,44.51,0,0,0,36.372,24.917,24.927,0,0,148.884,0,0,19.43,0,0,0,0,0,0,0,0,0,,,316.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230857,43152,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OKLAHOMA,0,0.482,9.138,27.628,0.179,0,148.773,0,101.849,0,58.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,346.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230857,43152,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TENNESSEE,0,0,0,0,0.196,0,0,0,0,0,0,0,0,254.724,0,0,73.946,0,0,0,0,0,0,0,0,0,,,328.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230857,43152,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TEXAS,0.432,0.004,0,20.25,0,0,25.614,0,89.046,0,1.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,137.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230857,43152,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,WISCONSIN,183.014,292.937,193.976,172.43,223.422,36.172,212.917,1.44,48.837,39.102,132.178,0,0,277.164,0,0,0,0,0,0,0,0,0,0,0,0,,,1813.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230857,43152,405,ANR PIPELINE CO,Natural Gas,INTRASTATE,MICHIGAN,0.721,0.158,0,0,2.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231204,42663,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTERSTATE,NEW MEXICO,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231204,42663,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0,17.9,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231204,42663,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTERSTATE,WYOMING,24.24,86.28,17.28,0,43.04,0,71.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,242.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231204,42663,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTRASTATE,COLORADO,0,0,0,0.24,0,0,0,0,0.98,0,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231204,42663,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231204,42663,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTRASTATE,UTAH,0,0,0,0,0,0,0,0,2,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231204,42663,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTRASTATE,WYOMING,0,0,19.6,19.4,28.7,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,69.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230566,41974,515,DAKOTA GASIFICATION COMPANY,Synthetic Gas,INTRASTATE,NORTH DAKOTA,0,0,0.05,3.28,0.29,0,0,0,1.15,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,39.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230818,42246,570,FERNDALE PIPELINE SYSTEM,Natural Gas,INTRASTATE,WASHINGTON,0,0,4.5,0,0,0,31.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230235,41626,585,ARGYLE MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,MINNESOTA,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231193,42929,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,ARKANSAS,411.02,261.01,256.84,218.41,397.91,57.02,156.64,201.25,428.19,0,300.68,0,0,69.7,0,0,75.57,0,0,78.53,0,0,0,0,0,0,,,2912.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231193,42929,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,KANSAS,0.52,10.1,15.49,1.34,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7-inch diameter: 3.62 miles, 9-inch diameter: 1.95 miles.",5.57,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231193,42929,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,LOUISIANA,133.21,136.82,89.53,55.66,45.6,0.87,87.16,16.53,157.75,0,21.04,0,0,37.28,0,0,0,0,0,0,0,0,0,0,0,0,,,781.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231193,42929,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0,0,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231193,42929,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,MISSOURI,0,0,0,0,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231193,42929,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,OKLAHOMA,263.75,147.28,107.64,71.12,170.04,7.54,166.78,0,50.83,0,218.43,0,0,211.23,0,0,0,0,0,66.11,0,0,0,0,0,0,7-inch diameter: 2.99 miles.,2.99,1483.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231193,42929,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,TENNESSEE,0,0,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231193,42929,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,TEXAS,71.76,44.76,112.4,68.49,31.61,21.27,73.11,0,10.3,0,12.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,446.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231196,42652,603,SUMMIT UTILITIES INC.,Natural Gas,INTRASTATE,ARKANSAS,4.858,33.336,1.77,3.119,13.247,0,2.258,0.138,10.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,68.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231196,42652,603,SUMMIT UTILITIES INC.,Natural Gas,INTRASTATE,OKLAHOMA,0,0,0,1.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231195,42651,621,ARKANSAS OKLAHOMA GAS CORP,Natural Gas,INTRASTATE,ARKANSAS,10.62,27.16,0.07,0,12.81,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,50.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231195,42651,621,ARKANSAS OKLAHOMA GAS CORP,Natural Gas,INTRASTATE,OKLAHOMA,8.6,32.27,13.5,2.27,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,64.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20230713,43095,660,"ARLINGTON ENERGY GROUP, LLC",Natural Gas,INTRASTATE,MISSISSIPPI,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231039,42482,792,ATLANTA GAS LIGHT CO,Landfill Gas,INTRASTATE,GEORGIA,0,0.2,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231045,42488,792,ATLANTA GAS LIGHT CO,Natural Gas,INTRASTATE,GEORGIA,15.8,27.2,59.5,59.9,269.4,122.9,231,26.9,6.5,0,170.9,0,0,11.1,0,0,15.2,0,0,0,0,0,0,0,0,0,,,1016.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231037,42480,840,MOJAVE PIPELINE OPERATING COMPANY,Natural Gas,INTERSTATE,ARIZONA,0,0,0,0,0,0,0,0,0.002,0,0,0,0,1.954,0,0,0,0,0,0,0,0,0,0,0,0,,,1.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/01/24,2022,20231037,42480,840,MOJAVE PIPELINE OPERATING COMPANY,Natural Gas,INTERSTATE,CALIFORNIA,11.932,7.781,0.783,0.628,5.862,0,7.054,0,0.027,0,0.062,0,0,305.972,0,0,0.012,0,0,219.916,0,0,0,0,0,0,,,560.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
